store_id,store_name,location,opened_date
22952,Store 22952,Houston,2013-01-22
22953,Store 22953,Los Angeles,2016-08-12
22954,Store 22954,Houston,2015-01-20
22955,Store 22955,New York,2011-06-28
22956,Store 22956,Los Angeles,2012-01-04
22957,Store 22957,Houston,2015-10-13
22958,Store 22958,Phoenix,2013-02-05
22959,Store 22959,New York,2015-01-01
22960,Store 22960,Los Angeles,2017-05-22
22961,Store 22961,Los Angeles,2016-12-13
22962,Store 22962,Chicago,2013-11-14
22963,Store 22963,Phoenix,2018-07-19
22964,Store 22964,Houston,2010-08-27
22965,Store 22965,Houston,2013-12-14
22966,Store 22966,Los Angeles,2017-05-14
22967,Store 22967,Houston,2018-09-17
22968,Store 22968,Chicago,2011-03-30
22969,Store 22969,New York,2014-12-23
22970,Store 22970,Los Angeles,2012-08-29
22971,Store 22971,New York,2014-08-26
22972,Store 22972,New York,2014-05-18
22973,Store 22973,Phoenix,2013-08-31
22974,Store 22974,New York,2010-04-20
22975,Store 22975,New York,2010-07-16
22976,Store 22976,Chicago,2011-04-03
22977,Store 22977,New York,2014-12-03
22978,Store 22978,Phoenix,2012-10-27
22979,Store 22979,Chicago,2018-06-17
22980,Store 22980,Phoenix,2014-05-22
22981,Store 22981,Houston,2011-04-27
22982,Store 22982,Phoenix,2011-02-14
22983,Store 22983,Houston,2015-11-29
22984,Store 22984,Los Angeles,2010-04-17
22985,Store 22985,Phoenix,2011-05-07
22986,Store 22986,Phoenix,2011-07-04
22987,Store 22987,New York,2016-11-02
22988,Store 22988,Chicago,2012-12-18
22989,Store 22989,New York,2015-11-16
22990,Store 22990,New York,2017-01-07
22991,Store 22991,Los Angeles,2013-04-27
22992,Store 22992,New York,2010-11-21
22993,Store 22993,Houston,2012-10-18
22994,Store 22994,New York,2013-12-10
22995,Store 22995,Los Angeles,2019-09-25
22996,Store 22996,Houston,2011-12-04
22997,Store 22997,Houston,2015-03-13
22998,Store 22998,Phoenix,2015-03-24
22999,Store 22999,Phoenix,2019-03-08
23000,Store 23000,Phoenix,2014-12-30
23001,Store 23001,New York,2014-07-27
23002,Store 23002,Los Angeles,2012-11-14
23003,Store 23003,Phoenix,2013-06-08
23004,Store 23004,Phoenix,2018-11-02
23005,Store 23005,Los Angeles,2014-12-01
23006,Store 23006,Los Angeles,2015-01-08
23007,Store 23007,Houston,2019-03-02
23008,Store 23008,Chicago,2016-04-22
23009,Store 23009,Chicago,2018-10-17
23010,Store 23010,Chicago,2013-12-24
23011,Store 23011,Chicago,2017-04-13
23012,Store 23012,Los Angeles,2013-09-11
23013,Store 23013,Chicago,2013-11-07
23014,Store 23014,Houston,2011-12-15
23015,Store 23015,Los Angeles,2013-09-02
23016,Store 23016,Chicago,2013-02-01
23017,Store 23017,Chicago,2014-11-11
23018,Store 23018,Los Angeles,2014-10-09
23019,Store 23019,Los Angeles,2017-02-02
23020,Store 23020,Houston,2012-09-10
23021,Store 23021,Los Angeles,2012-12-24
23022,Store 23022,Phoenix,2012-03-04
23023,Store 23023,Chicago,2011-01-02
23024,Store 23024,Los Angeles,2013-08-29
23025,Store 23025,Phoenix,2015-11-11
23026,Store 23026,Phoenix,2013-01-24
23027,Store 23027,Chicago,2017-06-21
23028,Store 23028,Phoenix,2018-09-18
23029,Store 23029,Phoenix,2013-08-31
23030,Store 23030,Houston,2015-02-13
23031,Store 23031,Houston,2019-11-14
23032,Store 23032,New York,2010-03-28
23033,Store 23033,Chicago,2015-11-08
23034,Store 23034,Houston,2010-05-09
23035,Store 23035,Houston,2016-11-11
23036,Store 23036,Los Angeles,2019-09-17
23037,Store 23037,Phoenix,2017-12-20
23038,Store 23038,New York,2019-03-19
23039,Store 23039,Houston,2016-04-18
23040,Store 23040,Los Angeles,2017-03-22
23041,Store 23041,Houston,2019-06-06
23042,Store 23042,New York,2019-01-19
23043,Store 23043,Chicago,2016-11-19
23044,Store 23044,Houston,2017-01-22
23045,Store 23045,Houston,2014-12-28
23046,Store 23046,Chicago,2019-04-05
23047,Store 23047,New York,2014-07-26
23048,Store 23048,Phoenix,2016-05-01
23049,Store 23049,Phoenix,2011-09-12
23050,Store 23050,Chicago,2013-06-30
23051,Store 23051,Chicago,2012-11-07
23052,Store 23052,Houston,2012-07-18
23053,Store 23053,Houston,2013-08-17
23054,Store 23054,Chicago,2012-09-02
23055,Store 23055,Chicago,2012-11-06
23056,Store 23056,New York,2018-11-28
23057,Store 23057,Houston,2018-01-08
23058,Store 23058,Phoenix,2010-11-19
23059,Store 23059,New York,2011-09-13
23060,Store 23060,Chicago,2015-05-01
23061,Store 23061,Phoenix,2017-09-20
23062,Store 23062,Chicago,2010-04-23
23063,Store 23063,Chicago,2017-09-26
23064,Store 23064,Los Angeles,2015-01-08
23065,Store 23065,Los Angeles,2013-07-20
23066,Store 23066,Houston,2017-04-01
23067,Store 23067,Houston,2017-09-13
23068,Store 23068,Houston,2013-06-12
23069,Store 23069,Phoenix,2011-07-25
23070,Store 23070,New York,2014-04-24
23071,Store 23071,Houston,2014-05-27
23072,Store 23072,Phoenix,2014-12-29
23073,Store 23073,New York,2015-07-31
23074,Store 23074,Chicago,2018-11-30
23075,Store 23075,Phoenix,2015-02-20
23076,Store 23076,Chicago,2010-03-05
23077,Store 23077,Phoenix,2016-08-24
23078,Store 23078,Phoenix,2018-06-19
23079,Store 23079,Los Angeles,2010-11-16
23080,Store 23080,Phoenix,2019-05-11
23081,Store 23081,Chicago,2014-05-06
23082,Store 23082,Phoenix,2018-02-09
23083,Store 23083,Chicago,2012-04-10
23084,Store 23084,Chicago,2017-03-26
23085,Store 23085,New York,2015-08-24
23086,Store 23086,New York,2013-07-29
23087,Store 23087,Houston,2016-11-03
23088,Store 23088,New York,2012-01-20
23089,Store 23089,New York,2010-08-19
23090,Store 23090,Los Angeles,2013-02-21
23091,Store 23091,Chicago,2015-04-16
23092,Store 23092,Chicago,2016-10-07
23093,Store 23093,New York,2016-03-21
23094,Store 23094,Chicago,2012-03-30
23095,Store 23095,Houston,2017-07-28
23096,Store 23096,Phoenix,2014-09-18
23097,Store 23097,Houston,2016-12-15
23098,Store 23098,Phoenix,2012-10-05
23099,Store 23099,Phoenix,2018-09-14
23100,Store 23100,Houston,2015-10-01
23101,Store 23101,New York,2011-02-15
23102,Store 23102,Chicago,2012-03-13
23103,Store 23103,New York,2013-04-05
23104,Store 23104,New York,2019-03-26
23105,Store 23105,New York,2018-06-12
23106,Store 23106,Chicago,2015-08-09
23107,Store 23107,Houston,2015-10-23
23108,Store 23108,Houston,2014-12-16
23109,Store 23109,Houston,2013-12-08
23110,Store 23110,Houston,2014-12-11
23111,Store 23111,New York,2019-10-20
23112,Store 23112,Chicago,2014-04-24
23113,Store 23113,Houston,2019-12-19
23114,Store 23114,Chicago,2015-06-20
23115,Store 23115,New York,2013-05-21
23116,Store 23116,New York,2011-01-27
23117,Store 23117,Phoenix,2018-04-14
23118,Store 23118,Phoenix,2015-03-13
23119,Store 23119,Los Angeles,2011-10-07
23120,Store 23120,New York,2012-01-18
23121,Store 23121,New York,2017-02-09
23122,Store 23122,New York,2011-05-13
23123,Store 23123,Phoenix,2015-08-01
23124,Store 23124,Houston,2019-11-18
23125,Store 23125,Chicago,2015-11-06
23126,Store 23126,Phoenix,2015-08-15
23127,Store 23127,New York,2016-06-19
23128,Store 23128,Houston,2015-05-10
23129,Store 23129,New York,2013-11-24
23130,Store 23130,Chicago,2011-06-22
23131,Store 23131,Los Angeles,2013-08-25
23132,Store 23132,Phoenix,2012-08-06
23133,Store 23133,Houston,2018-10-23
23134,Store 23134,Chicago,2017-09-08
23135,Store 23135,Chicago,2015-07-27
23136,Store 23136,Los Angeles,2016-07-17
23137,Store 23137,Phoenix,2018-09-30
23138,Store 23138,Los Angeles,2018-04-13
23139,Store 23139,Phoenix,2018-05-08
23140,Store 23140,Phoenix,2011-09-04
23141,Store 23141,Los Angeles,2014-10-17
23142,Store 23142,Phoenix,2011-06-10
23143,Store 23143,Houston,2012-08-29
23144,Store 23144,Los Angeles,2011-10-05
23145,Store 23145,Houston,2018-12-22
23146,Store 23146,Los Angeles,2012-09-21
23147,Store 23147,Phoenix,2012-12-22
23148,Store 23148,Los Angeles,2011-11-20
23149,Store 23149,Los Angeles,2017-08-14
23150,Store 23150,Phoenix,2010-06-07
23151,Store 23151,Chicago,2011-06-17
23152,Store 23152,Chicago,2016-01-12
23153,Store 23153,Chicago,2017-05-04
23154,Store 23154,Chicago,2017-12-08
23155,Store 23155,New York,2019-06-08
23156,Store 23156,New York,2010-01-23
23157,Store 23157,New York,2016-08-12
23158,Store 23158,Los Angeles,2010-02-26
23159,Store 23159,New York,2018-06-27
23160,Store 23160,Los Angeles,2013-04-21
23161,Store 23161,New York,2019-01-21
23162,Store 23162,Phoenix,2013-06-19
23163,Store 23163,Phoenix,2011-08-10
23164,Store 23164,Chicago,2017-02-23
23165,Store 23165,Phoenix,2017-02-18
23166,Store 23166,Houston,2019-09-13
23167,Store 23167,New York,2012-02-17
23168,Store 23168,Chicago,2018-03-14
23169,Store 23169,Los Angeles,2012-12-14
23170,Store 23170,Houston,2019-03-23
23171,Store 23171,New York,2015-09-13
23172,Store 23172,Chicago,2019-04-19
23173,Store 23173,Phoenix,2014-11-02
23174,Store 23174,Houston,2018-05-18
23175,Store 23175,Los Angeles,2018-03-21
23176,Store 23176,Houston,2017-12-28
23177,Store 23177,New York,2013-06-26
23178,Store 23178,New York,2017-05-25
23179,Store 23179,Los Angeles,2011-01-07
23180,Store 23180,Houston,2016-08-13
23181,Store 23181,Houston,2016-01-22
23182,Store 23182,Houston,2010-02-07
23183,Store 23183,Phoenix,2014-05-08
23184,Store 23184,Los Angeles,2019-10-04
23185,Store 23185,New York,2015-09-14
23186,Store 23186,Houston,2018-07-16
23187,Store 23187,Los Angeles,2016-08-11
23188,Store 23188,Phoenix,2014-02-11
23189,Store 23189,Houston,2018-05-27
23190,Store 23190,Chicago,2019-08-20
23191,Store 23191,Los Angeles,2014-07-06
23192,Store 23192,Houston,2011-12-25
23193,Store 23193,Chicago,2010-02-26
23194,Store 23194,Phoenix,2012-10-28
23195,Store 23195,Chicago,2018-12-03
23196,Store 23196,New York,2012-11-15
23197,Store 23197,Los Angeles,2015-11-17
23198,Store 23198,Houston,2011-07-12
23199,Store 23199,Los Angeles,2014-05-11
23200,Store 23200,Houston,2017-08-30
23201,Store 23201,Los Angeles,2012-03-15
23202,Store 23202,Phoenix,2013-10-25
23203,Store 23203,New York,2014-06-01
23204,Store 23204,Phoenix,2015-03-14
23205,Store 23205,Chicago,2011-08-07
23206,Store 23206,New York,2017-05-18
23207,Store 23207,Los Angeles,2010-01-02
23208,Store 23208,Houston,2015-12-01
23209,Store 23209,Chicago,2017-08-01
23210,Store 23210,Phoenix,2012-07-31
23211,Store 23211,Phoenix,2019-12-10
23212,Store 23212,Houston,2011-11-19
23213,Store 23213,Los Angeles,2013-05-21
23214,Store 23214,New York,2011-07-30
23215,Store 23215,Los Angeles,2018-05-01
23216,Store 23216,Chicago,2011-06-30
23217,Store 23217,Houston,2016-04-03
23218,Store 23218,Los Angeles,2013-02-21
23219,Store 23219,Chicago,2011-03-16
23220,Store 23220,Los Angeles,2013-02-27
23221,Store 23221,New York,2014-03-29
23222,Store 23222,New York,2019-03-04
23223,Store 23223,Phoenix,2014-08-28
23224,Store 23224,Los Angeles,2011-05-12
23225,Store 23225,Phoenix,2015-10-10
23226,Store 23226,Houston,2016-10-10
23227,Store 23227,Chicago,2019-11-06
23228,Store 23228,Chicago,2012-12-13
23229,Store 23229,Phoenix,2012-04-24
23230,Store 23230,Phoenix,2014-03-23
23231,Store 23231,Phoenix,2010-11-28
23232,Store 23232,Chicago,2015-03-31
23233,Store 23233,Chicago,2019-10-21
23234,Store 23234,New York,2017-12-10
23235,Store 23235,Los Angeles,2012-09-18
23236,Store 23236,Phoenix,2019-02-03
23237,Store 23237,Phoenix,2015-01-22
23238,Store 23238,Houston,2016-08-18
23239,Store 23239,New York,2010-03-16
23240,Store 23240,Houston,2015-11-18
23241,Store 23241,New York,2014-06-09
23242,Store 23242,Los Angeles,2018-05-28
23243,Store 23243,Phoenix,2018-04-26
23244,Store 23244,Houston,2010-08-17
23245,Store 23245,Los Angeles,2010-11-10
23246,Store 23246,New York,2015-12-01
23247,Store 23247,Chicago,2016-12-19
23248,Store 23248,Los Angeles,2019-06-21
23249,Store 23249,Los Angeles,2013-12-21
23250,Store 23250,New York,2015-12-10
23251,Store 23251,Chicago,2010-02-20
23252,Store 23252,Chicago,2019-04-03
23253,Store 23253,New York,2011-08-04
23254,Store 23254,Los Angeles,2013-12-01
23255,Store 23255,Houston,2011-05-15
23256,Store 23256,Phoenix,2016-10-30
23257,Store 23257,Houston,2011-12-20
23258,Store 23258,Houston,2010-05-15
23259,Store 23259,Los Angeles,2017-10-30
23260,Store 23260,Houston,2014-10-21
23261,Store 23261,New York,2016-08-07
23262,Store 23262,New York,2010-10-14
23263,Store 23263,Chicago,2014-02-17
23264,Store 23264,Chicago,2013-02-13
23265,Store 23265,Phoenix,2015-09-07
23266,Store 23266,Chicago,2017-03-29
23267,Store 23267,Los Angeles,2011-07-24
23268,Store 23268,Phoenix,2018-01-01
23269,Store 23269,New York,2014-10-13
23270,Store 23270,New York,2014-02-04
23271,Store 23271,Houston,2017-02-05
23272,Store 23272,Los Angeles,2014-10-27
23273,Store 23273,Houston,2014-11-22
23274,Store 23274,New York,2015-02-05
23275,Store 23275,Chicago,2011-08-15
23276,Store 23276,Los Angeles,2013-10-30
23277,Store 23277,Chicago,2015-11-19
23278,Store 23278,New York,2017-04-12
23279,Store 23279,Houston,2012-12-12
23280,Store 23280,New York,2018-08-06
23281,Store 23281,Chicago,2013-03-19
23282,Store 23282,Houston,2011-09-19
23283,Store 23283,Phoenix,2014-03-13
23284,Store 23284,New York,2012-11-04
23285,Store 23285,New York,2016-04-06
23286,Store 23286,Phoenix,2013-10-04
23287,Store 23287,Phoenix,2015-02-02
23288,Store 23288,Phoenix,2014-11-11
23289,Store 23289,Chicago,2014-10-30
23290,Store 23290,Los Angeles,2010-06-28
23291,Store 23291,New York,2013-03-03
23292,Store 23292,Chicago,2019-10-26
23293,Store 23293,Phoenix,2017-07-03
23294,Store 23294,Houston,2013-01-28
23295,Store 23295,Phoenix,2010-10-26
23296,Store 23296,Los Angeles,2013-11-18
23297,Store 23297,Phoenix,2017-02-13
23298,Store 23298,Los Angeles,2011-05-24
23299,Store 23299,Houston,2019-01-19
23300,Store 23300,New York,2014-09-13
23301,Store 23301,New York,2018-07-13
23302,Store 23302,Phoenix,2015-07-28
23303,Store 23303,Phoenix,2015-06-11
23304,Store 23304,Los Angeles,2011-02-24
23305,Store 23305,Houston,2013-11-15
23306,Store 23306,Los Angeles,2016-02-03
23307,Store 23307,Houston,2019-04-21
23308,Store 23308,Houston,2012-01-14
23309,Store 23309,Los Angeles,2018-11-13
23310,Store 23310,Houston,2019-05-12
23311,Store 23311,Chicago,2013-09-08
23312,Store 23312,New York,2012-12-04
23313,Store 23313,Phoenix,2018-05-14
23314,Store 23314,Phoenix,2018-04-26
23315,Store 23315,Los Angeles,2017-09-22
23316,Store 23316,Los Angeles,2015-01-22
23317,Store 23317,Chicago,2012-11-05
23318,Store 23318,Phoenix,2010-11-22
23319,Store 23319,Los Angeles,2014-06-08
23320,Store 23320,Chicago,2015-05-13
23321,Store 23321,Chicago,2016-02-14
23322,Store 23322,Phoenix,2017-12-23
23323,Store 23323,New York,2017-04-28
23324,Store 23324,Chicago,2013-06-28
23325,Store 23325,Chicago,2015-08-21
23326,Store 23326,Chicago,2012-11-03
23327,Store 23327,Chicago,2018-07-12
23328,Store 23328,Phoenix,2013-10-28
23329,Store 23329,Houston,2011-06-20
23330,Store 23330,New York,2019-04-12
23331,Store 23331,New York,2015-10-09
23332,Store 23332,Chicago,2016-02-02
23333,Store 23333,Houston,2019-10-28
23334,Store 23334,Houston,2019-06-21
23335,Store 23335,Los Angeles,2015-08-26
23336,Store 23336,Phoenix,2018-07-16
23337,Store 23337,Phoenix,2012-11-30
23338,Store 23338,Los Angeles,2012-07-24
23339,Store 23339,New York,2011-10-21
23340,Store 23340,Phoenix,2019-12-12
23341,Store 23341,Chicago,2019-02-16
23342,Store 23342,Chicago,2012-04-09
23343,Store 23343,Phoenix,2019-05-06
23344,Store 23344,Los Angeles,2010-05-20
23345,Store 23345,Houston,2010-12-16
23346,Store 23346,Phoenix,2014-05-29
23347,Store 23347,New York,2018-07-17
23348,Store 23348,New York,2018-10-30
23349,Store 23349,Houston,2011-04-14
23350,Store 23350,Houston,2010-08-22
23351,Store 23351,Houston,2012-03-15
23352,Store 23352,Los Angeles,2011-10-04
23353,Store 23353,Houston,2014-01-18
23354,Store 23354,Los Angeles,2018-08-15
23355,Store 23355,New York,2010-06-20
23356,Store 23356,Los Angeles,2017-07-04
23357,Store 23357,New York,2017-03-24
23358,Store 23358,Los Angeles,2016-08-09
23359,Store 23359,Phoenix,2012-02-14
23360,Store 23360,Los Angeles,2011-02-14
23361,Store 23361,Phoenix,2019-05-10
23362,Store 23362,Phoenix,2011-09-13
23363,Store 23363,Houston,2013-11-20
23364,Store 23364,Chicago,2016-12-04
23365,Store 23365,Los Angeles,2014-03-01
23366,Store 23366,Phoenix,2013-03-31
23367,Store 23367,Phoenix,2014-06-08
23368,Store 23368,New York,2019-05-25
23369,Store 23369,Chicago,2018-10-21
23370,Store 23370,Phoenix,2018-01-10
23371,Store 23371,Houston,2010-10-04
23372,Store 23372,Los Angeles,2012-11-14
23373,Store 23373,Houston,2011-11-12
23374,Store 23374,New York,2019-11-28
23375,Store 23375,New York,2015-11-04
23376,Store 23376,Houston,2014-11-24
23377,Store 23377,Phoenix,2019-08-08
23378,Store 23378,Los Angeles,2012-06-28
23379,Store 23379,Los Angeles,2017-11-21
23380,Store 23380,Los Angeles,2012-12-27
23381,Store 23381,New York,2010-10-25
23382,Store 23382,New York,2011-01-08
23383,Store 23383,Chicago,2017-10-12
23384,Store 23384,Phoenix,2014-02-03
23385,Store 23385,New York,2011-03-21
23386,Store 23386,New York,2012-10-11
23387,Store 23387,New York,2017-07-08
23388,Store 23388,New York,2014-06-01
23389,Store 23389,New York,2010-09-23
23390,Store 23390,New York,2018-03-11
23391,Store 23391,Los Angeles,2013-12-17
23392,Store 23392,Los Angeles,2017-12-10
23393,Store 23393,New York,2019-03-30
23394,Store 23394,Houston,2012-03-05
23395,Store 23395,Los Angeles,2015-09-11
23396,Store 23396,Houston,2010-06-23
23397,Store 23397,Phoenix,2018-09-14
23398,Store 23398,Chicago,2014-02-25
23399,Store 23399,Los Angeles,2015-10-04
23400,Store 23400,New York,2019-09-20
23401,Store 23401,Phoenix,2011-10-10
23402,Store 23402,Los Angeles,2015-09-30
23403,Store 23403,Phoenix,2017-11-17
23404,Store 23404,Los Angeles,2012-02-07
23405,Store 23405,Los Angeles,2019-09-26
23406,Store 23406,Phoenix,2015-06-14
23407,Store 23407,Phoenix,2016-01-26
23408,Store 23408,Phoenix,2010-07-10
23409,Store 23409,New York,2016-03-30
23410,Store 23410,Phoenix,2012-11-01
23411,Store 23411,Chicago,2017-02-07
23412,Store 23412,Chicago,2011-05-10
23413,Store 23413,Los Angeles,2019-12-25
23414,Store 23414,Phoenix,2010-08-11
23415,Store 23415,Houston,2010-12-04
23416,Store 23416,New York,2013-07-20
23417,Store 23417,New York,2012-12-20
23418,Store 23418,Houston,2014-08-24
23419,Store 23419,Houston,2015-02-10
23420,Store 23420,Houston,2011-08-24
23421,Store 23421,Los Angeles,2017-09-04
23422,Store 23422,New York,2010-11-02
23423,Store 23423,Phoenix,2014-02-02
23424,Store 23424,Phoenix,2012-08-09
23425,Store 23425,Chicago,2011-04-07
23426,Store 23426,Houston,2018-03-31
23427,Store 23427,Chicago,2016-09-28
23428,Store 23428,Phoenix,2012-01-06
23429,Store 23429,Houston,2018-10-12
23430,Store 23430,Chicago,2011-05-09
23431,Store 23431,Phoenix,2013-11-24
23432,Store 23432,New York,2010-07-04
23433,Store 23433,Chicago,2019-11-12
23434,Store 23434,Los Angeles,2014-07-02
23435,Store 23435,New York,2013-12-17
23436,Store 23436,New York,2019-09-06
23437,Store 23437,Chicago,2010-08-25
23438,Store 23438,New York,2018-09-28
23439,Store 23439,Chicago,2019-04-22
23440,Store 23440,Chicago,2015-01-04
23441,Store 23441,Los Angeles,2018-03-20
23442,Store 23442,Phoenix,2011-10-25
23443,Store 23443,New York,2013-11-07
23444,Store 23444,New York,2014-02-17
23445,Store 23445,New York,2018-09-05
23446,Store 23446,New York,2018-10-30
23447,Store 23447,Chicago,2011-10-29
23448,Store 23448,Chicago,2017-01-13
23449,Store 23449,Chicago,2018-10-08
23450,Store 23450,Los Angeles,2013-07-14
23451,Store 23451,Los Angeles,2019-09-17
23452,Store 23452,New York,2011-11-20
23453,Store 23453,Phoenix,2016-11-07
23454,Store 23454,Houston,2011-10-04
23455,Store 23455,Houston,2017-10-22
23456,Store 23456,New York,2016-12-12
23457,Store 23457,New York,2014-03-20
23458,Store 23458,Los Angeles,2011-05-25
23459,Store 23459,Los Angeles,2016-09-29
23460,Store 23460,Los Angeles,2013-11-17
23461,Store 23461,Los Angeles,2013-05-24
23462,Store 23462,Phoenix,2014-02-24
23463,Store 23463,Phoenix,2014-11-03
23464,Store 23464,Houston,2011-11-21
23465,Store 23465,Houston,2013-07-16
23466,Store 23466,Houston,2019-04-15
23467,Store 23467,New York,2016-09-14
23468,Store 23468,New York,2011-12-02
23469,Store 23469,Phoenix,2011-09-04
23470,Store 23470,Phoenix,2013-09-16
23471,Store 23471,Chicago,2019-05-30
23472,Store 23472,Chicago,2014-06-30
23473,Store 23473,New York,2011-01-31
23474,Store 23474,New York,2013-07-21
23475,Store 23475,New York,2016-08-02
23476,Store 23476,Los Angeles,2011-10-16
23477,Store 23477,New York,2017-06-06
23478,Store 23478,New York,2013-05-30
23479,Store 23479,Los Angeles,2010-11-07
23480,Store 23480,Houston,2017-07-04
23481,Store 23481,Houston,2019-03-27
23482,Store 23482,Houston,2016-07-16
23483,Store 23483,Chicago,2015-10-04
23484,Store 23484,Houston,2015-09-22
23485,Store 23485,Chicago,2018-03-24
23486,Store 23486,Houston,2010-01-15
23487,Store 23487,Phoenix,2015-09-22
23488,Store 23488,Houston,2018-02-11
23489,Store 23489,Chicago,2015-02-20
23490,Store 23490,Houston,2016-06-09
23491,Store 23491,Chicago,2016-04-08
23492,Store 23492,New York,2016-07-11
23493,Store 23493,New York,2011-01-17
23494,Store 23494,Chicago,2015-10-14
23495,Store 23495,New York,2015-10-02
23496,Store 23496,Chicago,2010-10-07
23497,Store 23497,Los Angeles,2013-08-07
23498,Store 23498,New York,2013-04-20
23499,Store 23499,Houston,2019-12-27
23500,Store 23500,Houston,2013-04-11
23501,Store 23501,Houston,2010-05-29
23502,Store 23502,Houston,2017-11-16
23503,Store 23503,Houston,2018-04-15
23504,Store 23504,Houston,2015-10-04
23505,Store 23505,Phoenix,2013-11-21
23506,Store 23506,Los Angeles,2013-08-16
23507,Store 23507,Los Angeles,2017-07-30
23508,Store 23508,New York,2015-04-24
23509,Store 23509,Phoenix,2017-06-19
23510,Store 23510,Chicago,2017-12-28
23511,Store 23511,Phoenix,2014-10-10
23512,Store 23512,New York,2017-03-21
23513,Store 23513,Phoenix,2010-05-17
23514,Store 23514,New York,2014-05-26
23515,Store 23515,Los Angeles,2017-07-01
23516,Store 23516,Los Angeles,2013-12-03
23517,Store 23517,Los Angeles,2015-08-10
23518,Store 23518,New York,2011-08-09
23519,Store 23519,Phoenix,2010-02-25
23520,Store 23520,Phoenix,2012-07-19
23521,Store 23521,Chicago,2011-02-19
23522,Store 23522,Phoenix,2019-03-21
23523,Store 23523,Los Angeles,2018-03-28
23524,Store 23524,Los Angeles,2012-10-09
23525,Store 23525,Phoenix,2012-11-19
23526,Store 23526,New York,2010-02-24
23527,Store 23527,New York,2013-01-05
23528,Store 23528,Houston,2012-07-21
23529,Store 23529,Los Angeles,2015-06-16
23530,Store 23530,Chicago,2013-07-16
23531,Store 23531,Phoenix,2017-08-23
23532,Store 23532,Chicago,2017-04-04
23533,Store 23533,Chicago,2010-09-26
23534,Store 23534,Los Angeles,2017-09-29
23535,Store 23535,Houston,2010-04-04
23536,Store 23536,Phoenix,2019-06-16
23537,Store 23537,Chicago,2017-09-18
23538,Store 23538,Chicago,2011-04-09
23539,Store 23539,Chicago,2019-01-25
23540,Store 23540,Chicago,2013-02-13
23541,Store 23541,Phoenix,2012-03-06
23542,Store 23542,Chicago,2019-02-20
23543,Store 23543,Houston,2016-07-01
23544,Store 23544,Houston,2011-02-22
23545,Store 23545,Phoenix,2011-01-11
23546,Store 23546,Chicago,2019-06-21
23547,Store 23547,Chicago,2012-02-28
23548,Store 23548,Los Angeles,2017-07-11
23549,Store 23549,Los Angeles,2016-11-13
23550,Store 23550,Chicago,2013-02-07
23551,Store 23551,New York,2018-12-17
23552,Store 23552,New York,2010-12-11
23553,Store 23553,Phoenix,2013-04-28
23554,Store 23554,Houston,2013-03-20
23555,Store 23555,New York,2013-10-08
23556,Store 23556,New York,2010-02-13
23557,Store 23557,Chicago,2019-01-25
23558,Store 23558,Los Angeles,2017-07-14
23559,Store 23559,Chicago,2011-10-06
23560,Store 23560,Houston,2015-08-01
23561,Store 23561,Houston,2016-02-16
23562,Store 23562,New York,2019-05-01
23563,Store 23563,Houston,2010-11-07
23564,Store 23564,Houston,2017-10-16
23565,Store 23565,Los Angeles,2012-12-20
23566,Store 23566,New York,2019-09-12
23567,Store 23567,Chicago,2012-06-07
23568,Store 23568,Chicago,2012-12-25
23569,Store 23569,Los Angeles,2011-09-15
23570,Store 23570,Houston,2017-04-28
23571,Store 23571,New York,2019-04-25
23572,Store 23572,Houston,2012-11-10
23573,Store 23573,New York,2015-12-11
23574,Store 23574,Chicago,2013-10-10
23575,Store 23575,Houston,2019-11-24
23576,Store 23576,New York,2019-03-15
23577,Store 23577,New York,2017-04-23
23578,Store 23578,Chicago,2014-01-26
23579,Store 23579,Chicago,2017-05-08
23580,Store 23580,Phoenix,2017-05-13
23581,Store 23581,New York,2011-08-08
23582,Store 23582,Chicago,2011-06-11
23583,Store 23583,Phoenix,2012-01-11
23584,Store 23584,Los Angeles,2014-02-26
23585,Store 23585,New York,2018-12-21
23586,Store 23586,New York,2014-11-12
23587,Store 23587,Chicago,2015-10-23
23588,Store 23588,Los Angeles,2019-11-23
23589,Store 23589,New York,2014-11-09
23590,Store 23590,Houston,2018-09-13
23591,Store 23591,Phoenix,2015-04-19
23592,Store 23592,Chicago,2016-07-22
23593,Store 23593,Los Angeles,2014-06-15
23594,Store 23594,Houston,2014-01-23
23595,Store 23595,Phoenix,2018-05-30
23596,Store 23596,New York,2013-07-26
23597,Store 23597,Los Angeles,2015-11-14
23598,Store 23598,Phoenix,2014-03-20
23599,Store 23599,Houston,2016-05-21
23600,Store 23600,Houston,2019-12-01
23601,Store 23601,Houston,2018-05-04
23602,Store 23602,Houston,2010-05-06
23603,Store 23603,Chicago,2010-06-30
23604,Store 23604,New York,2018-05-17
23605,Store 23605,Phoenix,2014-05-13
23606,Store 23606,New York,2011-05-01
23607,Store 23607,Los Angeles,2011-04-29
23608,Store 23608,Los Angeles,2010-02-15
23609,Store 23609,Houston,2016-08-31
23610,Store 23610,New York,2010-05-18
23611,Store 23611,Chicago,2012-08-17
23612,Store 23612,Houston,2017-07-03
23613,Store 23613,Los Angeles,2017-07-29
23614,Store 23614,Los Angeles,2015-04-05
23615,Store 23615,Houston,2010-01-05
23616,Store 23616,Los Angeles,2010-08-03
23617,Store 23617,Chicago,2018-01-21
23618,Store 23618,New York,2017-10-03
23619,Store 23619,Chicago,2015-07-19
